# bifParam, maxAmp, minAmp, x1_last, x2_last, y_last
0.0,0.0,0.0,0.201002090956,0.201002090956,0.359104823007
0.01,0.0,0.0,0.201086608531,0.201086608531,0.359393908049
0.02,0.0,0.0,0.201171059287,0.201171059287,0.359682985274
0.03,0.0,0.0,0.201255443298,0.201255443298,0.359972054568
0.04,0.0,0.0,0.201339760643,0.201339760643,0.36026111582
0.05,0.0,0.0,0.201424011399,0.201424011399,0.360550168927
0.06,0.0,0.0,0.201508195646,0.201508195646,0.360839213786
0.07,0.0,0.0,0.201592313463,0.201592313463,0.3611282503
0.08,0.0,0.0,0.201676364932,0.201676364932,0.361417278375
0.09,0.0,0.0,0.201760350134,0.201760350134,0.361706297923
0.1,0.0,0.0,0.201844269153,0.201844269153,0.361995308858
0.11,0.0,0.0,0.201928122073,0.201928122073,0.3622843111
0.12,0.0,0.0,0.202011908979,0.202011908979,0.36257330457
0.13,0.0,0.0,0.202095629956,0.202095629956,0.362862289196
0.14,0.0,0.0,0.202179285093,0.202179285093,0.36315126491
0.15,0.0,0.0,0.202262874476,0.202262874476,0.363440231644
0.16,0.0,0.0,0.202346398195,0.202346398195,0.36372918934
0.17,0.0,0.0,0.202429856339,0.202429856339,0.364018137939
0.18,0.0,0.0,0.202513249,0.202513249,0.36430707739
0.19,0.0,0.0,0.20259657627,0.20259657627,0.364596007642
0.2,0.0,0.0,0.20267983824,0.20267983824,0.364884928651
0.21,0.0,0.0,0.202763035004,0.202763035004,0.365173840376
0.22,0.0,0.0,0.202846166658,0.202846166658,0.365462742779
0.23,0.0,0.0,0.202929233296,0.202929233296,0.365751635829
0.24,0.0,0.0,0.203012235015,0.203012235015,0.366040519496
0.25,0.0,0.0,0.203095171912,0.203095171912,0.366329393755
0.26,0.0,0.0,0.203178044086,0.203178044086,0.366618258585
0.27,0.0,0.0,0.203260851636,0.203260851636,0.366907113969
0.28,0.0,0.0,0.203343594661,0.203343594661,0.367195959894
0.29,0.0,0.0,0.203426273263,0.203426273263,0.36748479635
0.3,0.0,0.0,0.203508887544,0.203508887544,0.367773623334
0.31,0.0,0.0,0.203591437606,0.203591437606,0.368062440843
0.32,0.0,0.0,0.203673923553,0.203673923553,0.36835124888
0.33,0.0,0.0,0.203756345489,0.203756345489,0.368640047452
0.34,0.0,0.0,0.20383870352,0.20383870352,0.368928836571
0.35000000000000003,0.0,0.0,0.203920997751,0.203920997751,0.369217616249
0.36,0.0,0.0,0.204003228291,0.204003228291,0.369506386507
0.37,0.0,0.0,0.204085395247,0.204085395247,0.369795147366
0.38,0.0,0.0,0.204167498727,0.204167498727,0.370083898853
0.39,0.0,0.0,0.204249538842,0.204249538842,0.370372640998
0.4,0.0,0.0,0.204331515702,0.204331515702,0.370661373836
0.41000000000000003,0.0,0.0,0.204413429418,0.204413429418,0.370950097405
0.42,0.0,0.0,0.204495280103,0.204495280103,0.371238811746
0.43,0.0,0.0,0.204577067869,0.204577067869,0.371527516907
0.44,0.0,0.0,0.20465879283,0.20465879283,0.371816212936
0.45,0.0,0.0,0.204740455102,0.204740455102,0.372104899888
0.46,0.0,0.0,0.204822054799,0.204822054799,0.37239357782
0.47000000000000003,0.0,0.0,0.204903592038,0.204903592038,0.372682246794
0.48,0.0,0.0,0.204985066936,0.204985066936,0.372970906875
0.49,0.0,0.0,0.20506647961,0.20506647961,0.373259558134
0.5,0.0,0.0,0.20514783018,0.20514783018,0.373548200642
0.51,0.0,0.0,0.205229118765,0.205229118765,0.373836834477
0.52,0.0,0.0,0.205310345486,0.205310345486,0.37412545972
0.53,0.0,0.0,0.205391510463,0.205391510463,0.374414076456
0.54,0.0,0.0,0.205472613818,0.205472613818,0.374702684774
0.55,0.0,0.0,0.205553655675,0.205553655675,0.374991284766
0.56,0.0,0.0,0.205634636156,0.205634636156,0.375279876529
0.5700000000000001,0.0,0.0,0.205715555386,0.205715555386,0.375568460162
0.58,0.0,0.0,0.205796413489,0.205796413489,0.37585703577
0.59,0.0,0.0,0.205877210592,0.205877210592,0.376145603461
0.6,0.0,0.0,0.205957946821,0.205957946821,0.376434163346
0.61,0.0,0.0,0.206038622303,0.206038622303,0.376722715541
0.62,0.0,0.0,0.206119237166,0.206119237166,0.377011260166
0.63,0.0,0.0,0.206199791539,0.206199791539,0.377299797344
0.64,0.0,0.0,0.206280285552,0.206280285552,0.377588327201
0.65,0.0,0.0,0.206360719334,0.206360719334,0.377876849869
0.66,0.0,0.0,0.206441093018,0.206441093018,0.378165365482
0.67,0.0,0.0,0.206521406733,0.206521406733,0.378453874179
0.68,0.0,0.0,0.206601660614,0.206601660614,0.378742376102
0.6900000000000001,0.0,0.0,0.206681854793,0.206681854793,0.379030871396
0.7000000000000001,0.0,0.0,0.206761989403,0.206761989403,0.379319360213
0.71,0.0,0.0,0.206842064581,0.206842064581,0.379607842705
0.72,0.0,0.0,0.20692208046,0.20692208046,0.379896319029
0.73,0.0,0.0,0.207002037177,0.207002037177,0.380184789348
0.74,0.0,0.0,0.207081934869,0.207081934869,0.380473253825
0.75,0.0,0.0,0.207161773673,0.207161773673,0.380761712631
0.76,0.0,0.0,0.207241553727,0.207241553727,0.381050165936
0.77,0.0,0.0,0.20732127517,0.20732127517,0.381338613917
0.78,0.0,0.0,0.207400938142,0.207400938142,0.381627056755
0.79,0.0,0.0,0.207480542783,0.207480542783,0.381915494634
0.8,0.0,0.0,0.207560089234,0.207560089234,0.382203927739
0.81,0.0,0.0,0.207639577636,0.207639577636,0.382492356264
0.8200000000000001,0.0,0.0,0.207719008131,0.207719008131,0.382780780403
0.8300000000000001,0.0,0.0,0.207798380863,0.207798380863,0.383069200354
0.84,0.0,0.0,0.207877695975,0.207877695975,0.38335761632
0.85,0.0,0.0,0.207956953612,0.207956953612,0.383646028508
0.86,0.0,0.0,0.208036153917,0.208036153917,0.383934437127
0.87,0.0,0.0,0.208115297038,0.208115297038,0.384222842391
0.88,0.0,0.0,0.20819438312,0.20819438312,0.384511244518
0.89,0.0,0.0,0.20827341231,0.20827341231,0.384799643728
0.9,0.0,0.0,0.208352384755,0.208352384755,0.385088040246
0.91,0.0,0.0,0.208431300605,0.208431300605,0.385376434301
0.92,0.0,0.0,0.208510160007,0.208510160007,0.385664826126
0.93,0.0,0.0,0.208588963111,0.208588963111,0.385953215955
0.9400000000000001,0.0,0.0,0.208667710067,0.208667710067,0.386241604029
0.9500000000000001,0.0,0.0,0.208746401026,0.208746401026,0.386529990592
0.96,0.0,0.0,0.208825036135,0.208825036135,0.386818375887
0.97,0.0,0.0,0.20890361554,0.20890361554,0.387106760145
0.98,0.0,0.0,0.208982139455,0.208982139455,0.387395143491
0.99,0.0,0.0,0.20906060904,0.20906060904,0.387683525639
1.0,0.0,0.0,0.209139033516,0.209139033516,0.38797190598
1.01,0.0,0.0,0.209217478217,0.209217478217,0.388260296146
1.02,0.0,0.0,0.209296366833,0.209296366833,0.388548850548
1.03,0.0,0.0,0.209378477538,0.209378477538,0.388838778161
1.04,0.0,0.0,0.209483800826,0.209483800826,0.389136003978
1.05,0.0,0.0,0.209747708843,0.209747708843,0.389419134202
1.06,0.0,0.0,0.209976821692,0.209976821692,0.388781289642
1.07,0.0,0.0,0.205458794455,0.205458794455,0.394428847628
1.08,0.0,0.0,0.241839094074,0.241839094074,0.399193465013
1.09,0.0,0.0,0.237773398657,0.237773398657,0.446134203549
1.1,0.0,0.0,0.118538804883,0.118538804883,0.441119029384
1.11,0.0,0.0,0.211773935973,0.211773935973,0.496302801514
1.12,0.0,0.0,0.333015181885,0.333015181885,0.39379115577
1.1300000000000001,0.0,0.0,0.144326413289,0.144326413289,0.289603523252
1.1400000000000001,0.0,0.0,0.0668877486634,0.0668877486634,0.315815318165
1.1500000000000001,0.0,0.0,0.00866375227098,0.00866375227098,0.365304669583
1.16,0.0,0.0,0.000955799806605,0.000955799806605,0.434653475864
1.17,0.0,0.0,0.153117019252,0.153117019252,0.515927684006
1.18,0.0,0.0,0.348813442928,0.348813442928,0.453828192472
1.19,0.0,0.0,0.243598962218,0.243598962218,0.300066650271
1.2,0.0,0.0,0.10583316417,0.10583316417,0.299562044549
1.21,0.0,0.0,0.00753025010647,0.00753025010647,0.367474764526
1.22,0.0,0.0,0.0220903534798,0.0220903534798,0.47546996381
1.23,0.0,0.0,0.33874081254,0.33874081254,0.506897245313
1.24,0.0,0.0,0.230759254814,0.230759254814,0.295501731261
1.25,0.0,0.0,0.0612897316732,0.0612897316732,0.319400127056
1.26,0.0,0.0,0.0,0.0,0.429154608742
1.27,0.0,0.0,0.280572029395,0.280572029395,0.54932377728
1.28,0.0,0.0,0.234423797045,0.234423797045,0.296821277157
1.29,0.0,0.0,0.039152396911,0.039152396911,0.333895298295
